2,3,-1
7,8,-1
7,9,-1
6,7,-1
5,6,-1
5,10,-1
5,11,-1
4,5,-1
14,15,-1
14,9,-1
13,14,-1
12,13,-1
12,16,-1
12,17,-1
4,12,-1
2,4,-1
1,2,-1
21,1,-1
20,21,-1
22,4,-1
20,22,-1
19,20,-1
19,23,-1
25,1,-1
25,23,-1
24,25,-1
19,24,-1
18,19,-1
27,28,-1
32,33,-1
32,1,-1
31,32,-1
34,33,-1
34,4,-1
31,34,-1
35,33,-1
35,18,-1
31,35,-1
36,37,-1
36,9,-1
31,36,-1
30,31,-1
30,38,-1
30,39,-1
29,30,-1
42,43,-1
42,1,-1
41,42,-1
44,43,-1
44,4,-1
41,44,-1
45,43,-1
45,18,-1
41,45,-1
46,47,-1
46,9,-1
41,46,-1
40,41,-1
40,48,-1
40,49,-1
29,40,-1
27,29,-1
26,27,-1
53,26,-1
52,53,-1
54,29,-1
52,54,-1
51,52,-1
51,55,-1
57,26,-1
57,55,-1
56,57,-1
51,56,-1
50,51,-1
59,60,-1
64,65,-1
64,1,-1
63,64,-1
66,65,-1
66,4,-1
63,66,-1
67,65,-1
67,18,-1
63,67,-1
68,69,-1
68,26,-1
63,68,-1
70,69,-1
70,29,-1
63,70,-1
71,69,-1
71,50,-1
63,71,-1
72,73,-1
75,76,-1
80,81,-1
80,1,-1
79,80,-1
82,81,-1
82,4,-1
79,82,-1
83,81,-1
83,18,-1
79,83,-1
84,85,-1
84,26,-1
79,84,-1
86,85,-1
86,29,-1
79,86,-1
87,85,-1
87,50,-1
79,87,-1
88,89,-1
88,9,-1
79,88,-1
78,79,-1
78,90,-1
78,91,-1
77,78,-1
94,95,-1
94,1,-1
93,94,-1
96,95,-1
96,4,-1
93,96,-1
97,95,-1
97,18,-1
93,97,-1
98,99,-1
98,26,-1
93,98,-1
100,99,-1
100,29,-1
93,100,-1
101,99,-1
101,50,-1
93,101,-1
102,103,-1
102,9,-1
93,102,-1
92,93,-1
92,104,-1
92,105,-1
77,92,-1
75,77,-1
74,75,-1
72,74,-1
63,72,-1
106,73,-1
106,77,-1
63,106,-1
107,73,-1
111,74,-1
110,111,-1
112,77,-1
110,112,-1
109,110,-1
109,113,-1
115,74,-1
115,113,-1
114,115,-1
109,114,-1
108,109,-1
107,108,-1
63,107,-1
116,117,-1
116,9,-1
63,116,-1
62,63,-1
62,118,-1
62,119,-1
61,62,-1
122,123,-1
122,1,-1
121,122,-1
124,123,-1
124,4,-1
121,124,-1
125,123,-1
125,18,-1
121,125,-1
126,127,-1
126,26,-1
121,126,-1
128,127,-1
128,29,-1
121,128,-1
129,127,-1
129,50,-1
121,129,-1
130,131,-1
130,74,-1
121,130,-1
132,131,-1
132,77,-1
121,132,-1
133,131,-1
133,108,-1
121,133,-1
134,135,-1
134,9,-1
121,134,-1
120,121,-1
120,136,-1
120,137,-1
61,120,-1
59,61,-1
58,59,-1
141,58,-1
140,141,-1
142,61,-1
140,142,-1
139,140,-1
139,143,-1
145,58,-1
145,143,-1
144,145,-1
139,144,-1
138,139,-1
147,148,-1
152,153,-1
152,1,-1
151,152,-1
154,153,-1
154,4,-1
151,154,-1
155,153,-1
155,18,-1
151,155,-1
156,157,-1
156,26,-1
151,156,-1
158,157,-1
158,29,-1
151,158,-1
159,157,-1
159,50,-1
151,159,-1
160,161,-1
160,58,-1
151,160,-1
162,161,-1
162,61,-1
151,162,-1
163,161,-1
163,138,-1
151,163,-1
164,165,-1
164,74,-1
151,164,-1
166,165,-1
166,77,-1
151,166,-1
167,165,-1
167,108,-1
151,167,-1
168,169,-1
168,9,-1
151,168,-1
150,151,-1
150,170,-1
150,171,-1
149,150,-1
174,175,-1
174,1,-1
173,174,-1
176,175,-1
176,4,-1
173,176,-1
177,175,-1
177,18,-1
173,177,-1
178,179,-1
178,26,-1
173,178,-1
180,179,-1
180,29,-1
173,180,-1
181,179,-1
181,50,-1
173,181,-1
182,183,-1
182,58,-1
173,182,-1
184,183,-1
184,61,-1
173,184,-1
185,183,-1
185,138,-1
173,185,-1
186,187,-1
186,74,-1
173,186,-1
188,187,-1
188,77,-1
173,188,-1
189,187,-1
189,108,-1
173,189,-1
190,191,-1
190,9,-1
173,190,-1
172,173,-1
172,192,-1
172,193,-1
149,172,-1
147,149,-1
146,147,-1
197,146,-1
196,197,-1
198,149,-1
196,198,-1
195,196,-1
195,199,-1
201,146,-1
201,199,-1
200,201,-1
195,200,-1
194,195,-1
203,204,-1
208,209,-1
208,1,-1
207,208,-1
210,209,-1
210,4,-1
207,210,-1
211,209,-1
211,18,-1
207,211,-1
212,213,-1
212,26,-1
207,212,-1
214,213,-1
214,29,-1
207,214,-1
215,213,-1
215,50,-1
207,215,-1
216,217,-1
216,58,-1
207,216,-1
218,217,-1
218,61,-1
207,218,-1
219,217,-1
219,138,-1
207,219,-1
220,221,-1
220,146,-1
207,220,-1
222,221,-1
222,149,-1
207,222,-1
223,221,-1
223,194,-1
207,223,-1
224,225,-1
224,74,-1
207,224,-1
226,225,-1
226,77,-1
207,226,-1
227,225,-1
227,108,-1
207,227,-1
228,229,-1
228,9,-1
207,228,-1
206,207,-1
206,230,-1
206,231,-1
205,206,-1
234,235,-1
234,1,-1
233,234,-1
236,235,-1
236,4,-1
233,236,-1
237,235,-1
237,18,-1
233,237,-1
238,239,-1
238,26,-1
233,238,-1
240,239,-1
240,29,-1
233,240,-1
241,239,-1
241,50,-1
233,241,-1
242,243,-1
242,58,-1
233,242,-1
244,243,-1
244,61,-1
233,244,-1
245,243,-1
245,138,-1
233,245,-1
246,247,-1
246,146,-1
233,246,-1
248,247,-1
248,149,-1
233,248,-1
249,247,-1
249,194,-1
233,249,-1
250,251,-1
250,74,-1
233,250,-1
252,251,-1
252,77,-1
233,252,-1
253,251,-1
253,108,-1
233,253,-1
254,255,-1
254,9,-1
233,254,-1
232,233,-1
232,256,-1
232,257,-1
205,232,-1
203,205,-1
202,203,-1
261,202,-1
260,261,-1
262,205,-1
260,262,-1
259,260,-1
259,263,-1
265,202,-1
265,263,-1
264,265,-1
259,264,-1
258,259,-1
267,268,-1
272,273,-1
272,1,-1
271,272,-1
274,273,-1
274,4,-1
271,274,-1
275,273,-1
275,18,-1
271,275,-1
276,277,-1
276,26,-1
271,276,-1
278,277,-1
278,29,-1
271,278,-1
279,277,-1
279,50,-1
271,279,-1
280,281,-1
280,58,-1
271,280,-1
282,281,-1
282,61,-1
271,282,-1
283,281,-1
283,138,-1
271,283,-1
284,285,-1
284,146,-1
271,284,-1
286,285,-1
286,149,-1
271,286,-1
287,285,-1
287,194,-1
271,287,-1
288,289,-1
288,202,-1
271,288,-1
290,289,-1
290,205,-1
271,290,-1
291,289,-1
291,258,-1
271,291,-1
292,293,-1
292,74,-1
271,292,-1
294,293,-1
294,77,-1
271,294,-1
295,293,-1
295,108,-1
271,295,-1
296,297,-1
296,9,-1
271,296,-1
270,271,-1
270,298,-1
270,299,-1
269,270,-1
302,303,-1
302,1,-1
301,302,-1
304,303,-1
304,4,-1
301,304,-1
305,303,-1
305,18,-1
301,305,-1
306,307,-1
306,26,-1
301,306,-1
308,307,-1
308,29,-1
301,308,-1
309,307,-1
309,50,-1
301,309,-1
310,311,-1
310,58,-1
301,310,-1
312,311,-1
312,61,-1
301,312,-1
313,311,-1
313,138,-1
301,313,-1
314,315,-1
314,146,-1
301,314,-1
316,315,-1
316,149,-1
301,316,-1
317,315,-1
317,194,-1
301,317,-1
318,319,-1
318,202,-1
301,318,-1
320,319,-1
320,205,-1
301,320,-1
321,319,-1
321,258,-1
301,321,-1
322,323,-1
322,74,-1
301,322,-1
324,323,-1
324,77,-1
301,324,-1
325,323,-1
325,108,-1
301,325,-1
326,327,-1
326,9,-1
301,326,-1
300,301,-1
300,328,-1
300,329,-1
269,300,-1
267,269,-1
266,267,-1
333,266,-1
332,333,-1
334,269,-1
332,334,-1
331,332,-1
331,335,-1
337,266,-1
337,335,-1
336,337,-1
331,336,-1
330,331,-1
