1,"execCode('10.10.10.1',root)","OR",0
2,"RULE 1 (local exploit)","AND",0
3,"vulExists('10.10.10.1','CVE-2013-2207',glibc,localExploit,privEscalation)","LEAF",1
4,"execCode('10.10.10.1',someUser)","OR",0
5,"RULE 2 (remote exploit of a server program)","AND",0
6,"netAccess('10.10.10.1',tcp,'22')","OR",0
7,"RULE 6 (direct network access)","AND",0
8,"hacl(internet,'10.10.10.1',tcp,'22')","LEAF",1
9,"attackerLocated(internet)","LEAF",1
10,"networkServiceInfo('10.10.10.1',openssh,tcp,'22',someUser)","LEAF",1
11,"vulExists('10.10.10.1','CVE-2008-5161',openssh,remoteExploit,privEscalation)","LEAF",1
12,"RULE 2 (remote exploit of a server program)","AND",0
13,"netAccess('10.10.10.1',tcp,'25')","OR",0
14,"RULE 6 (direct network access)","AND",0
15,"hacl(internet,'10.10.10.1',tcp,'25')","LEAF",1
16,"networkServiceInfo('10.10.10.1',safari,tcp,'25',someUser)","LEAF",1
17,"vulExists('10.10.10.1','CVE-2015-2808',safari,remoteExploit,privEscalation)","LEAF",1
18,"execCode('10.10.10.1',user)","OR",0
19,"RULE 0 (When a principal is compromised any machine he has an account on will also be compromised)","AND",0
20,"canAccessHost('10.10.10.1')","OR",0
21,"RULE 8 (Access a host through executing code on the machine)","AND",0
22,"RULE 8 (Access a host through executing code on the machine)","AND",0
23,"hasAccount('10.10.10.1_victim','10.10.10.1',user)","LEAF",1
24,"principalCompromised('10.10.10.1_victim')","OR",0
25,"RULE 11 (password sniffing)","AND",0
26,"execCode('10.10.10.13',someUser)","OR",0
27,"RULE 2 (remote exploit of a server program)","AND",0
28,"netAccess('10.10.10.13',tcp,'25')","OR",0
29,"RULE 5 (multi-hop access)","AND",0
30,"hacl('10.10.10.1','10.10.10.13',tcp,'25')","LEAF",1
31,"RULE 5 (multi-hop access)","AND",0
32,"RULE 5 (multi-hop access)","AND",0
33,"RULE 5 (multi-hop access)","AND",0
34,"hacl('10.10.10.2','10.10.10.13',tcp,'25')","LEAF",1
35,"execCode('10.10.10.2',root)","OR",0
36,"RULE 1 (local exploit)","AND",0
37,"vulExists('10.10.10.2','CVE-2013-2207',glibc,localExploit,privEscalation)","LEAF",1
38,"execCode('10.10.10.2',someUser)","OR",0
39,"RULE 2 (remote exploit of a server program)","AND",0
40,"netAccess('10.10.10.2',tcp,'22')","OR",0
41,"RULE 5 (multi-hop access)","AND",0
42,"hacl('10.10.10.1','10.10.10.2',tcp,'22')","LEAF",1
43,"RULE 5 (multi-hop access)","AND",0
44,"RULE 5 (multi-hop access)","AND",0
45,"RULE 6 (direct network access)","AND",0
46,"hacl(internet,'10.10.10.2',tcp,'22')","LEAF",1
47,"networkServiceInfo('10.10.10.2',openssh,tcp,'22',someUser)","LEAF",1
48,"vulExists('10.10.10.2','CVE-2008-5161',openssh,remoteExploit,privEscalation)","LEAF",1
49,"RULE 2 (remote exploit of a server program)","AND",0
50,"netAccess('10.10.10.2',tcp,'25')","OR",0
51,"RULE 5 (multi-hop access)","AND",0
52,"hacl('10.10.10.1','10.10.10.2',tcp,'25')","LEAF",1
53,"RULE 5 (multi-hop access)","AND",0
54,"RULE 5 (multi-hop access)","AND",0
55,"RULE 6 (direct network access)","AND",0
56,"hacl(internet,'10.10.10.2',tcp,'25')","LEAF",1
57,"networkServiceInfo('10.10.10.2',safari,tcp,'25',someUser)","LEAF",1
58,"vulExists('10.10.10.2','CVE-2015-2808',safari,remoteExploit,privEscalation)","LEAF",1
59,"RULE 5 (multi-hop access)","AND",0
60,"RULE 5 (multi-hop access)","AND",0
61,"execCode('10.10.10.2',user)","OR",0
62,"RULE 0 (When a principal is compromised any machine he has an account on will also be compromised)","AND",0
63,"canAccessHost('10.10.10.2')","OR",0
64,"RULE 8 (Access a host through executing code on the machine)","AND",0
65,"RULE 8 (Access a host through executing code on the machine)","AND",0
66,"hasAccount('10.10.10.2_victim','10.10.10.2',user)","LEAF",1
67,"principalCompromised('10.10.10.2_victim')","OR",0
68,"RULE 11 (password sniffing)","AND",0
69,"RULE 5 (multi-hop access)","AND",0
70,"hacl('10.10.10.21','10.10.10.13',tcp,'25')","LEAF",1
71,"execCode('10.10.10.21',root)","OR",0
72,"RULE 1 (local exploit)","AND",0
73,"vulExists('10.10.10.21','CVE-2013-2207',glibc,localExploit,privEscalation)","LEAF",1
74,"execCode('10.10.10.21',someUser)","OR",0
75,"RULE 2 (remote exploit of a server program)","AND",0
76,"netAccess('10.10.10.21',tcp,'22')","OR",0
77,"RULE 5 (multi-hop access)","AND",0
78,"hacl('10.10.10.1','10.10.10.21',tcp,'22')","LEAF",1
79,"RULE 5 (multi-hop access)","AND",0
80,"RULE 5 (multi-hop access)","AND",0
81,"RULE 5 (multi-hop access)","AND",0
82,"hacl('10.10.10.2','10.10.10.21',tcp,'22')","LEAF",1
83,"RULE 5 (multi-hop access)","AND",0
84,"RULE 5 (multi-hop access)","AND",0
85,"RULE 5 (multi-hop access)","AND",0
86,"hacl('10.10.10.3','10.10.10.21',tcp,'22')","LEAF",1
87,"execCode('10.10.10.3',root)","OR",0
88,"RULE 1 (local exploit)","AND",0
89,"vulExists('10.10.10.3','CVE-2013-2207',glibc,localExploit,privEscalation)","LEAF",1
90,"execCode('10.10.10.3',someUser)","OR",0
91,"RULE 2 (remote exploit of a server program)","AND",0
92,"netAccess('10.10.10.3',tcp,'22')","OR",0
93,"RULE 5 (multi-hop access)","AND",0
94,"hacl('10.10.10.1','10.10.10.3',tcp,'22')","LEAF",1
95,"RULE 5 (multi-hop access)","AND",0
96,"RULE 5 (multi-hop access)","AND",0
97,"RULE 5 (multi-hop access)","AND",0
98,"hacl('10.10.10.2','10.10.10.3',tcp,'22')","LEAF",1
99,"RULE 5 (multi-hop access)","AND",0
100,"RULE 5 (multi-hop access)","AND",0
101,"RULE 6 (direct network access)","AND",0
102,"hacl(internet,'10.10.10.3',tcp,'22')","LEAF",1
103,"networkServiceInfo('10.10.10.3',openssh,tcp,'22',someUser)","LEAF",1
104,"vulExists('10.10.10.3','CVE-2008-5161',openssh,remoteExploit,privEscalation)","LEAF",1
105,"RULE 2 (remote exploit of a server program)","AND",0
106,"netAccess('10.10.10.3',tcp,'25')","OR",0
107,"RULE 5 (multi-hop access)","AND",0
108,"hacl('10.10.10.1','10.10.10.3',tcp,'25')","LEAF",1
109,"RULE 5 (multi-hop access)","AND",0
110,"RULE 5 (multi-hop access)","AND",0
111,"RULE 5 (multi-hop access)","AND",0
112,"hacl('10.10.10.2','10.10.10.3',tcp,'25')","LEAF",1
113,"RULE 5 (multi-hop access)","AND",0
114,"RULE 5 (multi-hop access)","AND",0
115,"RULE 6 (direct network access)","AND",0
116,"hacl(internet,'10.10.10.3',tcp,'25')","LEAF",1
117,"networkServiceInfo('10.10.10.3',safari,tcp,'25',someUser)","LEAF",1
118,"vulExists('10.10.10.3','CVE-2015-2808',safari,remoteExploit,privEscalation)","LEAF",1
119,"RULE 5 (multi-hop access)","AND",0
120,"RULE 5 (multi-hop access)","AND",0
121,"execCode('10.10.10.3',user)","OR",0
122,"RULE 0 (When a principal is compromised any machine he has an account on will also be compromised)","AND",0
123,"canAccessHost('10.10.10.3')","OR",0
124,"RULE 8 (Access a host through executing code on the machine)","AND",0
125,"RULE 8 (Access a host through executing code on the machine)","AND",0
126,"hasAccount('10.10.10.3_victim','10.10.10.3',user)","LEAF",1
127,"principalCompromised('10.10.10.3_victim')","OR",0
128,"RULE 11 (password sniffing)","AND",0
129,"RULE 6 (direct network access)","AND",0
130,"hacl(internet,'10.10.10.21',tcp,'22')","LEAF",1
131,"networkServiceInfo('10.10.10.21',openssh,tcp,'22',someUser)","LEAF",1
132,"vulExists('10.10.10.21','CVE-2008-5161',openssh,remoteExploit,privEscalation)","LEAF",1
133,"RULE 2 (remote exploit of a server program)","AND",0
134,"netAccess('10.10.10.21',tcp,'25')","OR",0
135,"RULE 5 (multi-hop access)","AND",0
136,"hacl('10.10.10.1','10.10.10.21',tcp,'25')","LEAF",1
137,"RULE 5 (multi-hop access)","AND",0
138,"RULE 5 (multi-hop access)","AND",0
139,"RULE 5 (multi-hop access)","AND",0
140,"hacl('10.10.10.2','10.10.10.21',tcp,'25')","LEAF",1
141,"RULE 5 (multi-hop access)","AND",0
142,"RULE 5 (multi-hop access)","AND",0
143,"RULE 5 (multi-hop access)","AND",0
144,"hacl('10.10.10.3','10.10.10.21',tcp,'25')","LEAF",1
145,"RULE 5 (multi-hop access)","AND",0
146,"RULE 5 (multi-hop access)","AND",0
147,"RULE 6 (direct network access)","AND",0
148,"hacl(internet,'10.10.10.21',tcp,'25')","LEAF",1
149,"networkServiceInfo('10.10.10.21',safari,tcp,'25',someUser)","LEAF",1
150,"vulExists('10.10.10.21','CVE-2015-2808',safari,remoteExploit,privEscalation)","LEAF",1
151,"RULE 5 (multi-hop access)","AND",0
152,"RULE 5 (multi-hop access)","AND",0
153,"execCode('10.10.10.21',user)","OR",0
154,"RULE 0 (When a principal is compromised any machine he has an account on will also be compromised)","AND",0
155,"canAccessHost('10.10.10.21')","OR",0
156,"RULE 8 (Access a host through executing code on the machine)","AND",0
157,"RULE 8 (Access a host through executing code on the machine)","AND",0
158,"hasAccount('10.10.10.21_victim','10.10.10.21',user)","LEAF",1
159,"principalCompromised('10.10.10.21_victim')","OR",0
160,"RULE 11 (password sniffing)","AND",0
161,"RULE 5 (multi-hop access)","AND",0
162,"hacl('10.10.10.22','10.10.10.13',tcp,'25')","LEAF",1
163,"execCode('10.10.10.22',root)","OR",0
164,"RULE 1 (local exploit)","AND",0
165,"vulExists('10.10.10.22','CVE-2013-2207',glibc,localExploit,privEscalation)","LEAF",1
166,"execCode('10.10.10.22',someUser)","OR",0
167,"RULE 2 (remote exploit of a server program)","AND",0
168,"netAccess('10.10.10.22',tcp,'22')","OR",0
169,"RULE 5 (multi-hop access)","AND",0
170,"hacl('10.10.10.1','10.10.10.22',tcp,'22')","LEAF",1
171,"RULE 5 (multi-hop access)","AND",0
172,"RULE 5 (multi-hop access)","AND",0
173,"RULE 5 (multi-hop access)","AND",0
174,"hacl('10.10.10.2','10.10.10.22',tcp,'22')","LEAF",1
175,"RULE 5 (multi-hop access)","AND",0
176,"RULE 5 (multi-hop access)","AND",0
177,"RULE 5 (multi-hop access)","AND",0
178,"hacl('10.10.10.21','10.10.10.22',tcp,'22')","LEAF",1
179,"RULE 5 (multi-hop access)","AND",0
180,"RULE 5 (multi-hop access)","AND",0
181,"RULE 5 (multi-hop access)","AND",0
182,"hacl('10.10.10.3','10.10.10.22',tcp,'22')","LEAF",1
183,"RULE 5 (multi-hop access)","AND",0
184,"RULE 5 (multi-hop access)","AND",0
185,"RULE 6 (direct network access)","AND",0
186,"hacl(internet,'10.10.10.22',tcp,'22')","LEAF",1
187,"networkServiceInfo('10.10.10.22',openssh,tcp,'22',someUser)","LEAF",1
188,"vulExists('10.10.10.22','CVE-2008-5161',openssh,remoteExploit,privEscalation)","LEAF",1
189,"RULE 2 (remote exploit of a server program)","AND",0
190,"netAccess('10.10.10.22',tcp,'25')","OR",0
191,"RULE 5 (multi-hop access)","AND",0
192,"hacl('10.10.10.1','10.10.10.22',tcp,'25')","LEAF",1
193,"RULE 5 (multi-hop access)","AND",0
194,"RULE 5 (multi-hop access)","AND",0
195,"RULE 5 (multi-hop access)","AND",0
196,"hacl('10.10.10.2','10.10.10.22',tcp,'25')","LEAF",1
197,"RULE 5 (multi-hop access)","AND",0
